title,channel,video_url,views,likes,comments,publishedAt,duration
"ADIEU, JE SUIS MORT. - UNFAIR MARIO 3 - SATANÉES FOUGÈRES",SQUEEZIE,https://www.youtube.com/watch?v=rTx1qwCLm0c,3146821,50148,5038,2013-08-06T15:13:13Z,PT10M20S
NOUS SOMMES DES AVENTURIERS ! - Kinect Adventures,SQUEEZIE,https://www.youtube.com/watch?v=VHvDArusYgA,1535922,24595,2624,2013-08-03T16:48:25Z,PT6M38S
MA PAGE FACEBOOK HACKÉE : ATTENTION !,SQUEEZIE,https://www.youtube.com/watch?v=2WvGsXZLjqk,943836,29381,3634,2013-08-01T11:57:23Z,PT4M27S
SQUEEZIE - TOP 5 DES PHRASES CHIANTES EN VACANCES,SQUEEZIE,https://www.youtube.com/watch?v=GWvOM02f7IQ,7518069,140758,8398,2013-07-30T14:59:12Z,PT5M21S
JE SUIS UN JEDI ! - Star Wars Kinect,SQUEEZIE,https://www.youtube.com/watch?v=VJy3mS1vc24,1820947,31148,1638,2013-07-26T08:30:12Z,PT3M45S
LE JEU DE VOITURE LE PLUS WTF - Crazi Taxi,SQUEEZIE,https://www.youtube.com/watch?v=dE4wsRVeyz0,2064485,30122,2185,2013-07-23T15:00:19Z,PT5M8S
JEU DE PÊCHE = MÉGA CHIANT - Sega Bass Fishing,SQUEEZIE,https://www.youtube.com/watch?v=1KHTs5rqmVw,1619070,28373,1807,2013-07-19T15:00:19Z,PT3M21S
LE PLUS GROS JEU DE PERVERS DU MONDE - Bikini Karate Babes 2,SQUEEZIE,https://www.youtube.com/watch?v=9HabSx3rziw,3275860,37815,2946,2013-07-16T15:00:24Z,PT13M29S
SQUEEZIE - LES VACANCES,SQUEEZIE,https://www.youtube.com/watch?v=SsssJs6SlsY,4545853,80113,4856,2013-07-12T14:30:21Z,PT4M8S
J'ME SUIS FAIT TROLLER ;_; - Death Can Await partie 2 & Troll Story,SQUEEZIE,https://www.youtube.com/watch?v=VlOhxV66wQE,1796699,22892,2335,2013-07-09T15:12:44Z,PT13M30S
MARIO VS PEACH - NOUS SOMMES DÉFORMÉS ! ;_;,SQUEEZIE,https://www.youtube.com/watch?v=WZsxFu4DWrc,2652636,31151,3203,2013-07-07T18:33:46Z,PT6M27S
"ATTAQUÉ PAR DES HOMMES NUS - Amnesia : Death Can Await, partie 1",SQUEEZIE,https://www.youtube.com/watch?v=T-ZueMmPVQ4,2691207,34987,5791,2013-07-04T15:49:13Z,PT21M48S
JE SUIS SANGOKU : IT'S OVER 9000 !!! - DBZ Kinect,SQUEEZIE,https://www.youtube.com/watch?v=CGySMiskcZo,2610089,33577,2542,2013-07-02T16:45:08Z,PT4M29S
"UN MOMENT DÉBILE #4 - MYSTÈRE DU PQ, PIPI SUR UN JEU, ENCEINTE PORTATIVE, BAC !",SQUEEZIE,https://www.youtube.com/watch?v=xA3eiav_5sY,3597033,53317,3983,2013-06-28T15:00:43Z,PT4M42S
"HELL'S HOUSE - POUPÉE MALÉFIQUE, HOMME BLEU & ACTRICE HORS-NORME",SQUEEZIE,https://www.youtube.com/watch?v=kNifz3pD9vs,1096230,20435,1791,2013-06-26T15:13:17Z,PT5M18S
"LIPS : CHANTONS ! - Barbie SqueeZie, Kanye Zi & MC Lucas !",SQUEEZIE,https://www.youtube.com/watch?v=oZvmVbk1scc,2335201,57813,6079,2013-06-24T16:48:32Z,PT1M48S
BALADE À DISNEYLAND - Le top pour se détendre des examens !,SQUEEZIE,https://www.youtube.com/watch?v=I9IHSeaSPC8,3664650,47040,3574,2013-06-19T15:56:35Z,PT5M36S
DEVIENS-JE FOU ?! - UNFAIR MARIO 2 - ON AURA SA PEAU !,SQUEEZIE,https://www.youtube.com/watch?v=YVLz9p7WEiM,1932417,36139,2674,2013-06-16T14:00:20Z,PT5M29S
DISNEY PARTY - DANSER LIKE A BOSS SUR DU DISNEY 8-),SQUEEZIE,https://www.youtube.com/watch?v=BzPdKfTXexo,1456601,23101,2907,2013-06-14T16:55:55Z,PT6M49S
500.000 ABONNÉS : UN GRAND MERCI !,SQUEEZIE,https://www.youtube.com/watch?v=w_2tzWxxXd4,822207,48384,6042,2013-06-06T15:30:39Z,PT9M3S
"UN MOMENT DÉBILE #3 - TRAVAIL, TOILETTES, PIANO, ANGES DU FPS",SQUEEZIE,https://www.youtube.com/watch?v=eRNdhbKB_X0,2712957,46996,2148,2013-05-31T16:54:11Z,PT5M21S
SQUEEZIE - SKYLANDERS,SQUEEZIE,https://www.youtube.com/watch?v=4WfFgr5i0zk,2009547,32635,2389,2013-05-28T15:22:59Z,PT3M58S
SHARK ATTACK ! - Le Call of Duty : Ghosts des habitants de l'océan !,SQUEEZIE,https://www.youtube.com/watch?v=JZX2k2EDB9Q,1869425,21359,1333,2013-05-22T15:51:11Z,PT6M56S
TOY STORY SUR MINECRAFT - On est des jouets avec Frigiel ! - Épisode 2,SQUEEZIE,https://www.youtube.com/watch?v=YxLYccD85Bk,2747131,33415,3558,2013-05-17T16:20:09Z,PT27M10S
"UN MOMENT DÉBILE #2 - PIPI, ÊTRE DJ, BOXE ET PARC D'ATTRACTION !",SQUEEZIE,https://www.youtube.com/watch?v=oso7pTNeGks,2271365,36741,2429,2013-05-15T15:50:27Z,PT4M53S
"DÉTENTE SUR METRO LAST LIGHT☻- Une nuke, des monstres, un métro - L'histoire du jeu & gameplay !",SQUEEZIE,https://www.youtube.com/watch?v=jQwGKqxm2xw,583020,13487,1067,2013-05-14T15:00:54Z,PT21M50S
TOY STORY SUR MINECRAFT - On est des jouets avec Frigiel ! - Épisode 1,SQUEEZIE,https://www.youtube.com/watch?v=Zx6417IBIog,5469122,60628,5282,2013-05-11T16:10:37Z,PT28M14S
ATTAQUÉS PAR LA COPINE DE SLENDER ;_; - Ce vieux rat - Slender is back ép 2,SQUEEZIE,https://www.youtube.com/watch?v=bpyKDH-PHL4,1499301,23662,3667,2013-05-09T15:09:46Z,PT11M58S
JE SUIS PSYCHOLOGIQUEMENT MORT - Cat Mario - Episode 2,SQUEEZIE,https://www.youtube.com/watch?v=ypl7L5Sb0vQ,2371043,32823,3410,2013-05-05T14:47:54Z,PT9M52S
Les défis de SqueeZie | Episode 1 : MOTO TARTE (périmées) | LE RETOUR !,SQUEEZIE,https://www.youtube.com/watch?v=EGJ8aSmn2nI,1098565,33763,2737,2013-05-03T15:00:39Z,PT7M17S
LE RETOUR DES DÉFIS DE SQUEEZIE - TRAILER,SQUEEZIE,https://www.youtube.com/watch?v=SN8PrJ_8LSw,207720,9774,1082,2013-05-01T17:34:20Z,PT1M6S
UN MOMENT DÉBILE AVEC SQUEEZIE #1,SQUEEZIE,https://www.youtube.com/watch?v=DYPGhPqpAxA,2295931,54368,9178,2013-04-29T15:14:50Z,PT5M41S
LE JEU QUI VOUS TUERA - Cat Mario ;_;,SQUEEZIE,https://www.youtube.com/watch?v=4psJoi0pMFA,2784490,38260,4999,2013-04-26T17:27:52Z,PT8M11S
UN CLAVIER EN MOINS UN ! - UNFAIR MARIO - Les gamers & le soleil !,SQUEEZIE,https://www.youtube.com/watch?v=H_qCaAP2nPQ,3195592,45594,4969,2013-04-23T15:11:20Z,PT7M6S
LES SUPER-HEROS DU FUTUR - On teste Injustice ! :D,SQUEEZIE,https://www.youtube.com/watch?v=vL6kOPKEDy4,3277590,39803,3417,2013-04-20T12:34:36Z,PT20M30S
LE JEU LE PLUS DUR AU MONDE - La rage à son extrême,SQUEEZIE,https://www.youtube.com/watch?v=1WQhFKT55sI,5529565,69066,7496,2013-04-17T15:22:24Z,PT9M3S
Sumotori Dreams Mods - 0mfG kom cé ÉPIC ! | On a joué dans des chiottes !,SQUEEZIE,https://www.youtube.com/watch?v=9c3izpvVIFM,3902203,49100,3854,2013-04-13T16:52:34Z,PT9M14S
SLENDER IS BACK - ON A ENFIN OWNED SLENDER OMFGGG !!!! - Episode 1,SQUEEZIE,https://www.youtube.com/watch?v=V2OScftR3zU,1785500,35426,2108,2013-04-11T20:05:25Z,PT25M6S
Tomb Raider - Lara is BACK | On s'la joue chimpanzé | Episode 8,SQUEEZIE,https://www.youtube.com/watch?v=W905eVUrc3Y,817223,15887,3613,2013-04-09T15:11:48Z,PT33M41S
MINECRAFT'LAND : Le parc d'attraction le plus fun AU MONDE ! - Partie 2,SQUEEZIE,https://www.youtube.com/watch?v=Rc5pXIVd4t0,3129768,63479,4374,2013-04-07T14:10:35Z,PT17M29S
MINECRAFT'LAND : Le parc d'attraction le plus fun AU MONDE ! - Partie 1,SQUEEZIE,https://www.youtube.com/watch?v=mQE7zg7mqDI,6420110,80656,5431,2013-04-05T15:34:44Z,PT16M51S
Le FPS le MIEUX noté de l'année : Bioshock Infinite ! (Settings Ultra) (Détente),SQUEEZIE,https://www.youtube.com/watch?v=93pq9lRFH5c,1110099,14836,1653,2013-04-03T17:06:37Z,PT22M8S
J'ARRÊTE YOUTUBE,SQUEEZIE,https://www.youtube.com/watch?v=w2-4Q_FKuGI,5107242,71253,4629,2013-04-01T14:49:47Z,PT1M44S
MA CONFIG ! [Résultats concours dans la description],SQUEEZIE,https://www.youtube.com/watch?v=rLZI_IuoV3E,828763,26898,3358,2013-03-29T16:23:20Z,PT9M52S
Tomb Raider - C'EST LA GUERRE ! | Lara je t'appelle Zeus | Episode 7,SQUEEZIE,https://www.youtube.com/watch?v=B7riunvH53o,722158,13514,2102,2013-03-27T16:18:11Z,PT41M38S
KAMIKAZE - Comment se taper des barres sur BF3 ?,SQUEEZIE,https://www.youtube.com/watch?v=TcwMGJvaf0o,1295492,20877,1719,2013-03-27T12:09:41Z,PT17M20S
"Trials PC - Les studios, le jeu, et interview ! | Episode 2",SQUEEZIE,https://www.youtube.com/watch?v=y91K5hhvjBA,428973,12932,799,2013-03-22T16:01:49Z,PT7M16S
RESULTATS CONCOURS ET... SURPRISE !,SQUEEZIE,https://www.youtube.com/watch?v=SE62VvFC60c,551639,11944,700,2013-03-20T19:02:10Z,PT3M7S
Tomb Raider - Sauvons nos amis | L'épisode en Facecom ! | Episode 6,SQUEEZIE,https://www.youtube.com/watch?v=cU2fKP5_sac,670020,11628,1200,2013-03-20T17:11:29Z,PT32M20S
La musique rend FOU :') - La classe HUSS sur Black Ops 2 - Parlons de tout et de rien !,SQUEEZIE,https://www.youtube.com/watch?v=EhGB4uccq_g,1998608,31866,3305,2013-03-19T15:54:20Z,PT14M14S
Tomb Raider - A la rescousse de naufragés | CE SONT DES GARDIENS MOCHES QUI PUENT ;_; | Episode 5,SQUEEZIE,https://www.youtube.com/watch?v=Gdm4vrDj4f8,791285,10838,1026,2013-03-14T17:08:02Z,PT40M58S
Tomb Raider - On est pas au bout de nos surprises ! | ATTAQUÉE PAR DES YÉTIS ;_; | Episode 4,SQUEEZIE,https://www.youtube.com/watch?v=SVujcrAXYGs,853505,12155,1365,2013-03-14T15:00:50Z,PT33M53S
Trials PC - Mon départ pour la finlande ! | Episode 1,SQUEEZIE,https://www.youtube.com/watch?v=Bb2-ZnBnOFs,1107551,22577,2036,2013-03-13T15:49:18Z,PT6M22S
Gagne ta console et le nouveau boîtier Avermedia ! - Concours 300.000 abonnés !,SQUEEZIE,https://www.youtube.com/watch?v=ZQ3FJMf5TUA,153079,10359,3598,2013-03-10T16:10:52Z,PT3M51S
"Tomb Raider - SOS ! | Lara Croft est un soldat, c'est SÛR ! | Episode 3",SQUEEZIE,https://www.youtube.com/watch?v=EBIZkK091uk,863151,13592,1577,2013-03-09T15:32:39Z,PT40M43S
WORLD BIGGEST WAZA EVER ! (Wassup) - Spécial 300.000 !,SQUEEZIE,https://www.youtube.com/watch?v=wT45zt8mjGU,846200,25265,2466,2013-03-07T16:12:03Z,PT4M44S
"Tomb Raider - Une embuscade pimentée ! | Cette fois, nous sommes presque seul... | Episode 2",SQUEEZIE,https://www.youtube.com/watch?v=ug2W6LpIbfw,1174658,23070,2585,2013-03-06T15:20:49Z,PT49M3S
Tomb Raider - Le début d'une incroyable aventure ! | A la recherche de nos alliés | Episode 1,SQUEEZIE,https://www.youtube.com/watch?v=uz07Ndv0CyM,2249506,34819,3769,2013-03-05T18:02:48Z,PT33M10S
LA GUITARE - LES LOLZ ! (Bêtisier),SQUEEZIE,https://www.youtube.com/watch?v=rygY7w9uU4w,203030,5899,335,2013-03-05T16:31:20Z,PT4M51S
Tomb Raider 2013 : L'aventure commence demain !,SQUEEZIE,https://www.youtube.com/watch?v=R8nMcN_TdPs,110554,4014,589,2013-03-04T15:43:13Z,PT1M25S
300.000 ABONNÉS WAZAAAAAAAAAA,SQUEEZIE,https://www.youtube.com/watch?v=a6geDWRNW9U,5941352,192306,19485,2013-03-02T20:51:35Z,PT2M30S
SQUEEZIE - LA GUITARE,SQUEEZIE,https://www.youtube.com/watch?v=_HxuSP3BJzk,1932727,37940,3140,2013-03-01T19:19:01Z,PT5M54S
ENORME FRAYEUR SUR DEAD SPACE 3 OMFG - 3ème vidéo dé.. Stressante !,SQUEEZIE,https://www.youtube.com/watch?v=iuaKv_beQko,423395,6185,844,2013-02-23T18:34:17Z,PT15M42S
Tekken - Combat en équipe avec UNE GEEK de Tekken ! - Le cri le plus strident du monde ;_;,SQUEEZIE,https://www.youtube.com/watch?v=N4-RH6xZnC8,1205506,12519,1164,2013-02-23T15:32:21Z,PT25M47S
Naruto [UNSG] - L'histoire de KAKASHLU :D ! - 1ère vidéo détente,SQUEEZIE,https://www.youtube.com/watch?v=WU8VsAr5Hko,2138969,41953,5062,2013-02-23T14:01:04Z,PT19M5S
LE SAMEDI DÉTENTE ! :),SQUEEZIE,https://www.youtube.com/watch?v=DgnELGX-q6g,208301,8458,400,2013-02-23T14:00:09Z,PT1M49S
ILLUSION - LE HOBBIT PERVERS ! T.T,SQUEEZIE,https://www.youtube.com/watch?v=xzEPq9oOsNs,863651,13532,1893,2013-02-22T19:38:26Z,PT6M23S
ONE DIRECTION & JUSTIN BIEBER ;_; - Just Dance 4 en mode hater !,SQUEEZIE,https://www.youtube.com/watch?v=i1BB19Mx9_U,730191,15825,3839,2013-02-20T16:19:49Z,PT10M10S
BÊTISIER DU HARLEM SHAKE ! :'),SQUEEZIE,https://www.youtube.com/watch?v=EqOOQvkdC1Y,1367827,26651,2126,2013-02-18T19:50:51Z,PT5M45S
LA CLASSE PUPUTE ! - En mode perruque rose sur Black Ops 2,SQUEEZIE,https://www.youtube.com/watch?v=RfmpQl9KCn8,2339650,31475,3210,2013-02-16T18:17:59Z,PT15M10S
SLENDER ARRIVAL (Beta) - Le nouveau Slender ultra beau !,SQUEEZIE,https://www.youtube.com/watch?v=HIPJWh5Nefs,659573,12144,1851,2013-02-16T11:32:13Z,PT17M50S
SQUEEZIE - PLOUF (parodie Splash),SQUEEZIE,https://www.youtube.com/watch?v=D4MOYB5gEwo,3591439,57371,3426,2013-02-14T19:32:44Z,PT2M54S
Harlem Shake (Original WTF Version),SQUEEZIE,https://www.youtube.com/watch?v=sOnVIG43CnQ,1198225,25475,3048,2013-02-13T16:00:05Z,PT31S
"Halo 4 - Hommage à Game, Plouf, et fatigue à 278%",SQUEEZIE,https://www.youtube.com/watch?v=VZymbxzTs5M,289818,6653,684,2013-02-12T16:01:48Z,PT6M14S
Black Ops 2 en mode pacificateur ! - Une partie dans la peau de SqueeZie & FeZzo,SQUEEZIE,https://www.youtube.com/watch?v=Re0nUG6byig,254910,7940,569,2013-02-08T18:05:58Z,PT3M49S
LES JEUNES/VIEUX ET LES PORTABLES - ANECDOTE INUTILE DU JOUR #1,SQUEEZIE,https://www.youtube.com/watch?v=q_MmHMvwcAg,1114109,24505,1757,2013-02-05T18:14:54Z,PT3M2S
"COMBAT ÉROTIQUE au milieu de poissons ! - TEKKEN, faire rager son FRÈRE !",SQUEEZIE,https://www.youtube.com/watch?v=Iu-L2EGT6vU,735210,12184,807,2013-02-03T15:56:16Z,PT4M8S
SQUEEZIE - TOMORROWLAND 2013 DREAM,SQUEEZIE,https://www.youtube.com/watch?v=Zt8P6B_Uvlc,940783,20132,4162,2013-01-30T16:01:37Z,PT4M29S
L'homme le plus nul du monde au sniper - Première vidéo sur le multi de Black Ops 2 !,SQUEEZIE,https://www.youtube.com/watch?v=TMAFDY1lNI4,1341883,14825,3012,2013-01-28T18:44:29Z,PT10M12S
On a touché le fond... WTF x 169² ! - Techno Kitten Adventure,SQUEEZIE,https://www.youtube.com/watch?v=eXTpgCUhBlk,995254,15106,1514,2013-01-26T19:33:49Z,PT3M29S
"Le jeu le plus XptDrMdrLol ever ! - Ricochet : En fait, il est ultra fun !",SQUEEZIE,https://www.youtube.com/watch?v=RBCq36M23rc,1022592,12949,1101,2013-01-20T16:27:31Z,PT5M36S
"Devil May Cry, LE test - Mon premier coup de coeur 2013 ! -",SQUEEZIE,https://www.youtube.com/watch?v=iCc8H02JSes,923889,12110,1739,2013-01-18T16:59:42Z,PT31M51S
La simulation la plus épique de tous les temps - SqueeZie en mode CAISSIER !,SQUEEZIE,https://www.youtube.com/watch?v=brmiwnRkOv8,1873474,25288,1815,2013-01-14T18:20:49Z,PT4M28S
Le jeu le plus MARRANT et WTF de la galaxie - SUMOTORI ! + Lien de téléchargement,SQUEEZIE,https://www.youtube.com/watch?v=ZiOchnyl8YM,1640923,24185,2838,2013-01-10T17:30:26Z,PT5M11S
LE VIRUS LICORNE - Robot unicorn attack - Un jeu WTF,SQUEEZIE,https://www.youtube.com/watch?v=9xP8x-2j5j0,2391913,27572,2781,2013-01-08T19:34:38Z,PT6M59S
Slender Multiplayer (Survivers) - Grosse frayeur avec la LaZy ! DOWNLOAD LINK,SQUEEZIE,https://www.youtube.com/watch?v=EQ_SnNh3YUs,1113939,19052,1951,2013-01-03T17:30:23Z,PT14M14S
Survivers Beta 3.0  Tutorial - Comment jouer à plusieurs ?,SQUEEZIE,https://www.youtube.com/watch?v=h3FfS3cpGCs,150492,2483,405,2013-01-03T17:30:23Z,PT4M13S
SQUEEZIE - NOËL,SQUEEZIE,https://www.youtube.com/watch?v=IL5Z4CCKxeI,4160561,85625,3240,2012-12-26T16:01:57Z,PT2M47S
Japan Expo 2012 [Réupload],SQUEEZIE,https://www.youtube.com/watch?v=mxuk-u8Cjuc,112558,5032,242,2012-12-19T15:55:20Z,PT3M28S
"Paris Games Week 2012 - Gangnam Style avec abonnés, fou rire et autres !",SQUEEZIE,https://www.youtube.com/watch?v=eJyOjvJjC1M,171546,5609,315,2012-12-19T15:55:17Z,PT2M49S
"Far Cry 3 - Chasse au lance flamme, attaque de base FAIL, forêt en feu, bref Far Cry !",SQUEEZIE,https://www.youtube.com/watch?v=BDQdMSZqNAQ,944954,12435,1468,2012-12-12T17:22:30Z,PT25M15S
5000 cartes SqueeZie à gagner ! (mini podcast),SQUEEZIE,https://www.youtube.com/watch?v=c5WFvyTclf4,242134,6935,1151,2012-12-07T17:00:57Z,PT3M16S
Gangnam Style en COUPLE sur Just Dance 4 - Fufu et sa Mme contre SqueeZie et sa Mme !,SQUEEZIE,https://www.youtube.com/watch?v=_u2IKM9aU3M,2009505,28528,3378,2012-12-01T16:31:04Z,PT8M39S
"ZombiU sur Wii U - Gameplay, Gamepad, mes impressions ! Part 1",SQUEEZIE,https://www.youtube.com/watch?v=t8YihX0aH-E,916502,12361,1108,2012-11-29T19:51:22Z,PT18M52S
"ZombiU sur Wii U - Gameplay, Gamepad, mes impressions ! Part 2",SQUEEZIE,https://www.youtube.com/watch?v=ArWpGCCd7fs,299647,5078,475,2012-11-29T17:01:14Z,PT19M33S
SQUEEZIE - Le NOOBISME de Black Ops 2,SQUEEZIE,https://www.youtube.com/watch?v=ohdnwFOByX0,1659300,61420,2739,2012-11-28T15:55:14Z,PT3M19S
GANGNAM STYLE SUR JUST DANCE 4 - SqueeZie et DarkFuneral97two lancent un défi !,SQUEEZIE,https://www.youtube.com/watch?v=UC4VwAGXF2s,441987,10405,916,2012-11-25T17:38:20Z,PT3M54S
Un Zombie en mode Mike Tyson avec mon frère | MA MÈRE S'INCRUSTE !,SQUEEZIE,https://www.youtube.com/watch?v=eR6LuGlyyZY,1717320,22115,2497,2012-11-22T17:52:14Z,PT45M21S
RÉSULTATS DU GRAND CONCOURS !,SQUEEZIE,https://www.youtube.com/watch?v=Ov1gLkOBVEk,120216,8779,720,2012-11-19T18:58:52Z,PT3M42S
SQUEEZIE BEST OF HORROR !,SQUEEZIE,https://www.youtube.com/watch?v=Es50akbhXU0,983458,16909,1171,2012-11-17T16:40:33Z,PT4M4S
JUST DANCE 4 en BATTLE YEAAAH | GREENGUY (NU) VS MR. MOMILOL | Tiens j'te fouette !,SQUEEZIE,https://www.youtube.com/watch?v=t10vJ_vLxb8,411988,7293,991,2012-11-15T18:08:49Z,PT8M18S
INFILTRATION DE EZIO CHEZ UBISOFT - Farcry 3 Multiplayer gameplay en live !,SQUEEZIE,https://www.youtube.com/watch?v=iIxQxdo-K9A,839631,14518,1344,2012-11-10T15:34:42Z,PT14M39S
Rencontre abonnés à la PGW - GANGNAM STYLE !,SQUEEZIE,https://www.youtube.com/watch?v=WrOW4ZIMM84,396959,12157,1038,2012-11-04T17:32:14Z,PT3M52S
"Slender Prison, avec... UNE FILLE ! (ANEPASFAIRE) - C'EST QUOI CES SCREAMERS ?!?!",SQUEEZIE,https://www.youtube.com/watch?v=7dj898So5lM,2617015,37609,4713,2012-10-31T18:15:39Z,PT12M15S
SqueeSpard et Quentinzard sur Just Dance 4 | QUAND SQUEESPARD VEUT SÉDUIRE !,SQUEEZIE,https://www.youtube.com/watch?v=XYvIELS_G0k,420354,11635,1452,2012-10-27T15:23:41Z,PT6M4S
SqueeZie sera présent à la Paris Games Week le Jeudi et Samedi !,SQUEEZIE,https://www.youtube.com/watch?v=Ig2GaDL0bmk,91590,3473,360,2012-10-26T18:13:16Z,PT3M23S
Interview IRL par Amin Original - 200.000 abonnés DA FUCK ! Cette aventure est incroyable.,SQUEEZIE,https://www.youtube.com/watch?v=d5fCkqGVzCI,133235,6822,876,2012-10-23T17:49:12Z,PT22M45S
Need for Speed : Most Wanted - Gameplay Multijoueur & Solo - Test détaillé !,SQUEEZIE,https://www.youtube.com/watch?v=eIujcaHh7Zs,362381,8692,1099,2012-10-19T16:01:46Z,PT16M33S
SqueeZie sur... JUST DANCE 4 ! | MAIS... ON DIRAIT MOI !,SQUEEZIE,https://www.youtube.com/watch?v=nW0pCbOBdbc,1712696,33474,4494,2012-10-12T18:06:22Z,PT8M17S
SLENDER MANSION - OH-MY-GOSHHH - TECHNIQUE DE LA POSITION FŒTALE !,SQUEEZIE,https://www.youtube.com/watch?v=FKgPaWthvus,705192,16153,2189,2012-10-07T17:57:17Z,PT8M16S
Du gros HUSS bordélique sur Borderlands avec Cruxy !,SQUEEZIE,https://www.youtube.com/watch?v=VWpjEK1erCs,233757,4754,363,2012-10-05T17:42:16Z,PT17M1S
Medal of Honor : Warfighter - Partie en multijoueur | Mon avis sur le jeu !,SQUEEZIE,https://www.youtube.com/watch?v=Al80opG8tPs,200333,5118,569,2012-09-29T16:21:08Z,PT14M1S
Notre journée à EA | Une journée incroyable !,SQUEEZIE,https://www.youtube.com/watch?v=LB8HTSVmZ_4,347723,12292,2247,2012-09-29T15:44:47Z,PT5M28S
NOUVEAU CONCOURS ! - [RÉSULTATS VENDREDI SOIR],SQUEEZIE,https://www.youtube.com/watch?v=U54LcTK5HEM,212662,27724,21342,2012-09-25T17:14:51Z,PT3M55S
SQUEEZIE - LE JEU LE PLUS NUL DU MONDE,SQUEEZIE,https://www.youtube.com/watch?v=jSknOqbncwU,6013208,117208,5137,2012-09-22T15:03:39Z,PT3M53S
Découverte : Borderlands 2 | Un jeu splendide !,SQUEEZIE,https://www.youtube.com/watch?v=q4UMgeiOt8s,1211103,13990,2328,2012-09-20T15:12:50Z,PT21M55S
PSY - GANGNAM STYLE - FRENCH VERSION by TheGreenGuys,SQUEEZIE,https://www.youtube.com/watch?v=uqzkigDrEsQ,1478362,34041,5076,2012-09-15T17:22:01Z,PT2M52S
Battlefield 3 Armored Kill | Découverte en compagnie de MrBboy45 | EPIC ROCKET ! [PC] [HD],SQUEEZIE,https://www.youtube.com/watch?v=mqZtsgzzJiE,226556,5379,519,2012-09-14T16:00:27Z,PT27M19S
Slender Elementary | SLENDER IS MINE ! Episode 3,SQUEEZIE,https://www.youtube.com/watch?v=DGqW0Zywek8,398523,6916,728,2012-09-12T15:14:14Z,PT5M58S
Slender Sanatorium | SLENDER IS MINE ! Episode 2,SQUEEZIE,https://www.youtube.com/watch?v=FBh_BNv232Q,514846,10816,1152,2012-09-08T17:08:43Z,PT9M32S
Slender Hospice | SLENDER IS MINE ! Episode 1,SQUEEZIE,https://www.youtube.com/watch?v=4t6jaB8NYAE,472754,8416,921,2012-09-05T18:46:11Z,PT5M50S
1- Splinter Cell Conviction avec MON frère ! Le bourrin et l'espion.,SQUEEZIE,https://www.youtube.com/watch?v=zXZ5S4JRxT8,591203,9092,811,2012-09-05T18:45:40Z,PT33M14S
Top 15 des jeux les plus attendus de l'année | Ma 200ème vidéo,SQUEEZIE,https://www.youtube.com/watch?v=zmZ93DafLZQ,1041042,23223,3244,2012-09-03T17:27:33Z,PT9M13S
"Ma colo, de retour, et un gros projet ! ""TEELLEMENT JE T'AIIME""",SQUEEZIE,https://www.youtube.com/watch?v=SH3zRdx4LAE,248358,9608,816,2012-08-31T16:23:42Z,PT2M54S
Trials Evolution | Du délire en masse avec 3 membres de la LaZy !,SQUEEZIE,https://www.youtube.com/watch?v=ihIfcWkYiQM,997916,10994,937,2012-08-21T15:35:31Z,PT20M6S
Max Payne 3 | Un bras HUSSEMENT bizarre ! | Let's Play: Episode 6 partie 1,SQUEEZIE,https://www.youtube.com/watch?v=OJXe8jqM-90,63384,1249,205,2012-08-17T14:19:37Z,PT19M49S
Max Payne 3 | Un bras HUSSEMENT bizarre ! | Let's Play: Episode 6 partie 2,SQUEEZIE,https://www.youtube.com/watch?v=IbnG_7hm1KE,51973,1173,136,2012-08-17T14:03:32Z,PT20M11S
Slender | CA SUFFIT MONSIEUR SLENDER ! Ce jeu est ignoble | Episode 6,SQUEEZIE,https://www.youtube.com/watch?v=0NqRcX-HXbo,1061924,19965,3564,2012-08-14T15:31:39Z,PT13M49S
Max Payne 3 | L'homme INTUABLE et complètement HUSS | Let's Play: Episode 5 partie 2,SQUEEZIE,https://www.youtube.com/watch?v=9n4g0hj1Nkc,47146,1162,137,2012-08-10T15:33:37Z,PT17M1S
Max Payne 3 | L'homme INTUABLE et complètement HUSS | Let's Play: Episode 5 partie 1,SQUEEZIE,https://www.youtube.com/watch?v=W30-aCz5PS0,56419,1231,165,2012-08-10T15:33:09Z,PT15M11S
MW3 avec Bboy | Une vidéo bien puante et totalement dépourvue de sens !,SQUEEZIE,https://www.youtube.com/watch?v=c_VUkTzHlTc,187893,5673,628,2012-08-06T15:32:57Z,PT25M33S
"150.000 abonnés : Mon formidable parcours, grâce à vous.",SQUEEZIE,https://www.youtube.com/watch?v=I2pON6b1KfM,155132,7314,648,2012-08-02T15:30:21Z,PT6M31S
Remerciements 150k | Bonne grosse rage sur MW2 ! | Programme des vacances !,SQUEEZIE,https://www.youtube.com/watch?v=uF6ZUmlqDjQ,193563,5970,716,2012-08-01T15:55:49Z,PT11M49S
SqueeZie ft FeZzo - Mashup,SQUEEZIE,https://www.youtube.com/watch?v=g67zC6m6vd0,353425,9164,1044,2012-07-30T16:29:04Z,PT3M4S
MES VACANCES | De retour !,SQUEEZIE,https://www.youtube.com/watch?v=BxROWjOPRFw,771915,17262,1953,2012-07-26T16:58:55Z,PT3M36S
MW3 | LA CHASSE AUX SANGLIERS ! Avec IngloriousJojo !,SQUEEZIE,https://www.youtube.com/watch?v=VXoFlw2ddXY,256437,7492,705,2012-07-14T17:53:42Z,PT7M9S
